,body,title
206,function google developer console like analytics api free reach quota function like google cloud storage create cost first click upload file httpsconsoledevelopersgooglecom gt storage gt cloud storage gt storage browser make file publicly available pay per gb traffic theoretically traffic link could explode eg sudden popularity therefore would like set something like daily monthly cost limit q protect overly high cost google developer console,how i set cost limit google developer console
207,im implement new io extension use rich notification im try test push notification work receive simple notification go extension specify official site place app run push notification right provision profile add new target app notification service extension implement code doesnt matter really even enter new class also set provision profile extension use one wildcard dont see documentation specify extension target enable push notification capability case would need specific provision one moment use wildcard prov anyway match must match profile use app target push notification capability enable app target add unnotificationextensioncategory nsextensionpointidentifier also im send category part push payload server say get notification never go extension see try load extension throw error relevant description identify problem dec iphone springboardlibextensiondylib ltnoticegt call plugin beginusing dec iphone pkd ltnoticegt assign plugin comtestappnotificationwithattachmentextension plugin sandbox dec iphone pkd ltnoticegt enable pid plugin comtestappnotificationwithattachmentextension bbffebdbfa privatevarcontainersbundleapplicationaccecfbabaftestappapppluginsnotificationwithattachmentextensionappex dec iphone springboardpluginkit ltnoticegt plugin comtestappnotificationwithattachmentextension interrupt dec iphone springboardpluginkit ltnoticegt hub connection error error domainnscocoaerrordomain code connection service name comtestappnotificationwithattachmentextension userinfonsdebugdescriptionconnection service name comtestappnotificationwithattachmentextension jun iphone springboardlibextensiondylib ltnoticegt pluginkit error beginusing jun iphone springboardlibextensiondylib ltnoticegt kill invalid plugin dec iphone springboardusernotificationsserver lterrorgt extension error whilst try modify push notification fb error domainnscocoaerrordomain code connection service name comtestappnotificationwithattachmentextension userinfonsdebugdescriptionconnection service name comtestappnotificationwithattachmentextension dec iphone springboardusernotificationsserver ltnoticegt comtestapp save notification fb dec iphone springboardlibextensiondylib ltnoticegt complete call plugin beginusing pid relevant extension plist ltdictgt ltkeygtnsextensionattributesltkeygt ltdictgt ltkeygtunnotificationextensioncategoryltkeygt ltstringgtattachmentcategoryltstringgt ltkeygtunnotificationextensioninitialcontentsizeratioltkeygt ltrealgtltrealgt ltdictgt ltkeygtnsextensionpointidentifierltkeygt ltstringgtcomappleusernotificationsserviceltstringgt ltkeygtnsextensionprincipalclassltkeygt ltstringgtproductmodulenamenotificationserviceltstringgt ltdictgt whats wrong miss,io unnotificationserviceextension call
208,implement push notification use fcm chrome firefox work fine safari doesnt support service worker mandatory fcm anyone deal kind issue suggestion,push notification apple safari fcm
209,hi ive follow instruction try resize image cloudfront lambdaedge try test resize image keep get error message lambda function associate cloudfront distribution invalid doesnt require permission checked lambda function create cloud formation provide article mention begin found trigger ive try set manually get error message cloudfront event associate late alias choose action publish new version function retry association follow instruction error message publish add cloudfront trigger seem way apply still run one without cloudfront trigger way set cloudfront trigger make work properly,unable add cloudfront trigger lambda function
210,import firebase import firebaseinstanceid import firebasemessaging func applicationapplication uiapplication didfinishlaunchingwithoptions launchoptions nsobject anyobject gt bool registerforpushnotificationsapplication firappconfigure add observer instanceid token refresh callback nsnotificationcenter defaultcenter addobserverself selector selectorappdelegatetokenrefreshnotificaiton name kfirinstanceidtokenrefreshnotification object nil override point customization application launch return true func registerforpushnotificationsapplication uiapplication let setting uiusernotificationsettings uiusernotificationsettingsfortypes alert badge sound category nil applicationregisterusernotificationsettingssettings applicationregisterforremotenotifications func applicationapplication uiapplication didreceiveremotenotification userinfo nsobject anyobject fetchcompletionhandler completionhandler uibackgroundfetchresult gt void print didreceiveremotenotification userinfo func tokenrefreshnotificaitonnotification nsnotification let refreshedtoken firinstanceidinstanceidtoken printinstanceid token refreshedtoken connect fcm since connection may fail attempt token connecttofcm func connecttofcm firmessagingmessagingconnectwithcompletion error error nil printunable connect fcm error else printconnected fcm also infoplist firebaseappdelegateproxyenabled dont know get print didreceiveremotenotification dont get popup send message firebase console notification single device copy token get xcode console func tokenrefreshnotificaiton get next console dont get popup ltfiranalyticsinfogt firebase analytics enable instanceid token tokenid connect fcm didreceiveremotenotification notification body test e collapsekey compfapp also app configuration,firebase receive push notification receive popup
211,main concept show document field contains search alphabet search bar get give input send firebasesearch return nothing come image database structure try figure week code import dartasync import packagefluttermaterialdart import packagecloudfirestorecloudfirestoredart import packagefluttersearchbarfluttersearchbardart searchbar searchbar globalkeyltscaffoldstategt scaffoldkey new globalkeyltscaffoldstategt class displaycourse extends statefulwidget override displaycoursestate createstate gt new displaycoursestate appbar buildappbarbuildcontext context return new appbar title new textquotfirebase queryquot centertitle true action ltwidgetgt searchbargetsearchactioncontext class displaycoursestate extends stateltdisplaycoursegt string querytext displaycoursestate searchbar new searchbar onsubmitted onsubmitted inbar true builddefaultappbar buildappbar setstate setstate void onsubmittedstring value setstate querytext value scaffoldkeycurrentstateshowsnackbarnew snackbar content new textyou search something backgroundcolor colorsyellow override widget buildbuildcontext context return new scaffold key scaffoldkey appbar searchbarbuildcontext backgroundcolor colorsred body firesearchquerytext widget firesearchstring querytext return new streambuilder stream firestoreinstance collectioncourses wheretitle isequalto querytext snapshot builder context snapshot snapshothasdata return new textloading return new listviewbuilder itemcount snapshotdatadocumentslength itembuilder context index gt buildlistitemsnapshotdatadocumentsindex widget buildlistitemdocumentsnapshot document return new listtile title documenttitle subtitle documentsubtitle main concept show document sor field contains search alphabet search bar get give input send firebasesearchbut return nothing come image database structure try figure week,flutter firebase basic query basic search code
212,use java developer use tool like ant maven manage developmenttestinguat environment standardize way allow u handle library dependency set variable compile deploy run unit test require task also script generate guaranteed environment almost equally configure task perform way member team im start work python id like advice tool use accomplish described java,tool combination tool reproducible environment python
213,use azure web app deployment build step vsts publish aspnet core api azure web app occasionally step break follow error errormicrosoftwebdeploymentdeploymentdetailedclientserverexception web deploy modify file myprojectapiexe destination lock external process order allow publish operation succeed may need either restart application release lock use appoffline rule handler net application next publish attempt learn httpgomicrosoftcomfwlinklinkiderrorfileinuse github issue raise issue suggest solution use azure web app deployment build step,azure web app deploy web deploy modify file destination lock external process
214,direct question two file name different directory appear visual studio handle transparently v amp require bunch tweak aside name convention something wrong background im develop c statistical library two folder univariate normalcpp normalh betacpp betah adaptivecpp adaptiveh multivariate normalcpp normalh betacpp betah adaptivecpp adaptiveh need support cross compilation im use gmake compile file library linux work fine use visual studio without issue need upgrade visual studio currently drool nvidias nsight tool however im trouble add file project name even theyre different directory im willing change name convention im curious others encounter problem found well document solution im far boggle fact upgrade project project appear v able correctly handle two source file name different directory however remove one duplicate file add back project greet follow warn distributionsreleaseadaptiveobj warn lnk object specify extra ignore intermediate directory specify projectnameconfiguration need object file different location source tree see copying object file top project convert bunch conditional compiles add ltobjectfilename conditionconfigurationplatformreleasexgtintdirfilenameobjltobjectfilenamegt ltxmldocumentationfilename conditionconfigurationplatformreleasexgtintdirfilenamexdcltxmldocumentationfilenamegt accessible source file property page cc output file object file name amp xml documentation file name simply add file directly remove readd v doesnt complain try compile also never add conditional directive order thing work correctly add conditional directive every single configuration make mistake poor assumption uncovered valid bug v,visual studio cant handle source file identical name different folder
215,ive research lot online find proper solution try use entity framework core mysql use databasefirst scaffold method mapping table model always receive error apply command unable retrieve project metadata ensure msbuildbased net core project youre use custom baseintermediateoutputpath msbuildprojectextensionspath value use msbuildprojectextensionspath option command use scaffold database model scaffolddbcontext serverlocalhostportuserrootpassworddatabaseworld pomeloentityframeworkcoremysql outputdir model f net core project set ltitemgroupgt ltpackagereference includemicrosoftentityframeworkcoretools version gt ltpackagereference includepomeloentityframeworkcoremysql version gt ltitemgroupgt ltitemgroupgt ltdotnetclitoolreference includemicrosoftentityframeworkcoretoolsdotnet version gt ltitemgroupgt,unable retrieve project metadata ensure msbuildbased net core project
216,think keep registration idspush token db send notification user iphone try something like get notification func sendpnmessage firmessagingmessagingsendmessage body hey tokenid withmessageid timetolive wrong maybe impossible,be possible send pushnotifications use firebase cloud message fcm special udid directly device
217,im create list editable item receive backend im use new recyclerview couple possible viewtypes recyclerview checkbox spinner edittext problem im edittext gain focus adjustresize kick fine keyboard show edittext gain focus isnt visible anymore list position list resize portion visible position dont want use adjustpan case top pager amp stuff would like keep fix,android recyclerview edittext issue
218,recently instal visual studio sql server window server r machine include updatesservice pack attempt work sql server database within visual studio v throw follow error server version support server microsoft sql server support recall get error back different computer update sql server instance sql server r fix back install reinstall visual studio sp im receive error new computer thought reasonable reinstall v sp like back however fix problem appear though visual studio may need another update support sql server instance clarity step produce error use v sp sql use v create window form application rightclick project choose add new item select servicebased database cancel data source configuration wizard database appear project solution explorer doubleclick new database database add server explorer list data connection server explorer open database rightclick table directory select add new table error server version support thrown screenshots whatever worth question fix,how fix visual studio error this server version support sql server
219,firebase unity sdk unity p xcode use authentication database firebase get follow error building project xcode undefined symbol architecture arm objcclassfirgoogleauthprovider reference objcclassref libauthacredentialiosefccfcaefcao objcclassfirgithubauthprovider reference objcclassref libauthacredentialiosefccfcaefcao objcclassfiremailpasswordauthprovider reference objcclassref libauthacredentialiosefccfcaefcao objcclassfirfacebookauthprovider reference objcclassref libauthacredentialiosefccfcaefcao objcclassfirapp reference objcclassref libappaappiosccdeabeaeadcco objcclassfirauth reference objcclassref libauthaauthioscacfebfffdeeeo objcclassfirtwitterauthprovider reference objcclassref libauthacredentialiosefccfcaefcao objcclassfiroptions reference objcclassref libappaappiosccdeabeaeadcco ld symbol found architecture arm clang error linker command fail exit code use v see invocation miss something xcode something check unity thanks,firebase xcode linker command error use firebase unity sdk
